,Description,clips,category,clip_arrays
2225,Dropping wood on cement with a bounce,new_clips2/2360.mp3,wood,"[-0.00102642 -0.00102539 -0.00161439 ... -0.00199391 -0.00183107
 -0.00168125]"
2226,Dropping a magazine on cement multiple times,new_clips2/2361.mp3,trash,"[-0.06955418 -0.09087118 -0.09332033 ... -0.05623878  0.13716556
  0.0151646 ]"
2227,Dropping tool on metal debris.,new_clips2/2362.mp3,metal,"[ 0.02309272 -0.12323519 -0.2834727  ...  0.03070911  0.0523117
 -0.05102649]"
2228,Coins dropping into a drawer.,new_clips2/2363.mp3,metal,"[-0.01482354 -0.04439778 -0.01051373 ...  0.01592214 -0.00178892
  0.01956917]"
2229,Rattle of a single nickel dropping into a pile of coins.,new_clips2/2364.mp3,metal,"[-0.05189712 -0.32258514 -0.48129392 ...  0.06220048  0.04230016
  0.05827424]"
2230,"Coins dropping onto a wooden surface then bouncing, spinning and settling.",new_clips2/2365.mp3,metal,"[ 0.00929404 -0.00953752  0.02694328 ...  0.01633425  0.00601921
 -0.01381546]"
2231,Dropping glass debris on cement,new_clips2/2366.mp3,glass,"[-0.00143315 -0.01096256  0.00618806 ...  0.00647902  0.00213485
  0.01132069]"
2232,"Tinkling of small shards of broken glass being dropped onto metal, plastic and wood.",new_clips2/2367.mp3,plastic,"[-0.00925831  0.00704242 -0.01686907 ... -0.02674648 -0.00504667
 -0.00167896]"
2233,Dropping a clay pigeon and break on cement,new_clips2/2368.mp3,trash,"[ 0.00792126  0.02921551 -0.09619354 ... -0.0151324  -0.04802179
  0.00048445]"
2234,Dropping a tape measure on cement.,new_clips2/2369.mp3,trash,"[-0.02811002  0.05778829  0.15241869 ...  0.05167849 -0.03891475
 -0.08320083]"
2235,Impact of a wine glass dropping with force and smashing on a hard surface,new_clips2/2370.mp3,glass,"[ 0.01552817  0.01170797 -0.01834391 ...  0.02095121 -0.01228525
  0.01002953]"
2236,Dropping rice on plastic,new_clips2/2371.mp3,plastic,[0.00278051 0.00283452 0.00288451 ... 0.0043577  0.00354313 0.00386488]
2237,Dropping a CD case on cement,new_clips2/2372.mp3,plastic,"[-1.6185157e-03  7.2326898e-03  4.0778110e-04 ...  4.6534780e-05
 -2.9532355e-03 -9.4541797e-04]"
2238,Single shard of broken glass being dropped onto a hard surface then bouncing and settling.,new_clips2/2373.mp3,glass,"[-0.0031752   0.01149887 -0.06757301 ...  0.00063849  0.00734448
 -0.00812293]"
2239,Dropping debris on multi surfaces,new_clips2/2374.mp3,trash,"[-0.03736705 -0.5480707  -0.3529638  ...  0.01374403 -0.05538381
  0.03362097]"
2240,Dropping noodles into an empty pot,new_clips2/2375.mp3,trash,"[-0.00043931 -0.00475819  0.00855788 ...  0.00482976  0.01044922
  0.00727735]"
2241,Metal debris dropping on a metal surface,new_clips2/2376.mp3,metal,"[ 0.00301667  0.13447303 -0.09800767 ... -0.05293643  0.07947735
  0.0107422 ]"
2242,Chain dropping on cement,new_clips2/2377.mp3,trash,"[-0.00096949  0.00231289 -0.00359468 ... -0.00542768 -0.00411279
 -0.00338252]"
2243,Dropping flash light to earth,new_clips2/2378.mp3,trash,"[ 1.4907562e-05 -1.4738398e-05 -6.4189106e-07 ...  9.5893058e-04
  9.0405921e-04  8.3001214e-04]"
2244,Notepad dropped on a cement surface.,new_clips2/2379.mp3,trash,[0.00429405 0.00469299 0.0049156  ... 0.00559125 0.00547888 0.00679278]
2245,Dropping CD case on cement,new_clips2/2380.mp3,plastic,"[-0.0044912  -0.00475354 -0.00572023 ...  0.0051474   0.00557028
  0.00478549]"
2246,Dropping a construction or cowbot boot on to the ground.,new_clips2/2381.mp3,trash,"[-0.0001024  -0.0207602  -0.04168507 ...  0.00993103  0.00996428
  0.00841643]"
2247,Drop high heel shoe on wood surface.,new_clips2/2382.mp3,wood,"[ 0.01170303 -0.00904518  0.01416105 ...  0.00332728  0.01334942
  0.01877412]"
2248,Aluminum can drop in water,new_clips2/2383.mp3,metal,"[-0.00061494  0.00061736  0.00061961 ... -0.00276591 -0.00233033
 -0.00187362]"
2249,Dropping a topless container on a cement floor,new_clips2/2384.mp3,trash,"[ 9.0686815e-05 -6.6995836e-04 -1.6610430e-03 ... -1.3073971e-03
 -7.5938960e-04 -3.1680340e-04]"
2250,Drop a candy bar on a carpet,new_clips2/2385.mp3,trash,"[ 0.00506112  0.00801867  0.04279346 ...  0.00660333  0.00394693
 -0.0165622 ]"
2251,Bells jingle and drop,new_clips2/2386.mp3,trash,"[ 0.00666274 -0.01874138  0.00231676 ...  0.01405195  0.00235064
 -0.0159481 ]"
2252,Dropping a construction boot on to the ground.,new_clips2/2387.mp3,trash,"[-0.16050561 -0.20471703 -0.22718951 ... -0.17884122 -0.17783584
 -0.178629  ]"
2253,Plastic lid dropping and spinning on cement,new_clips2/2388.mp3,plastic,"[ 0.0002364  -0.0002572  -0.00041671 ...  0.00055171  0.00055582
  0.00056537]"
2254,Loud clang of empty tin can dropping onto a wood surface with a dull clunk,new_clips2/2389.mp3,wood,"[ 0.00722995 -0.02242828 -0.00988483 ...  0.00320306  0.0172634
  0.02289592]"
2255,Dropping metal paint can.,new_clips2/2390.mp3,metal,"[ 0.02455518  0.08319931  0.13790369 ... -0.06709652 -0.05115169
 -0.03722985]"
2256,Dropping a pen into plastic container,new_clips2/2391.mp3,plastic,"[-0.00135053 -0.21552475 -0.25685552 ...  0.21528943  0.21410023
  0.20117024]"
2257,Dropping a magazine on cement,new_clips2/2392.mp3,trash,[0.00264011 0.00425827 0.00657563 ... 0.00450905 0.00446732 0.00434319]
2258,Dropping metal shovel on cement with a wobble.,new_clips2/2393.mp3,metal,"[-0.06891069 -0.10580188 -0.1110741  ... -0.1416706  -0.13669752
 -0.1103218 ]"
2259,Dropping and breaking a lamp on cement,new_clips2/2394.mp3,trash,"[ 0.00310611 -0.0413174  -0.05836206 ... -0.08210366 -0.0549413
 -0.02763789]"
2260,Dull impact of a coin falling onto rocks.,new_clips2/2395.mp3,metal,"[-0.00426923 -0.01888784  0.03633618 ... -0.01013934  0.00329846
 -0.02009996]"
2261,Dropping a big tape measure on cement and roll,new_clips2/2396.mp3,trash,"[-0.00102327 -0.00112953 -0.00037656 ... -0.0001257  -0.00094125
 -0.0017931 ]"
2262,Chains dropping on to cement,new_clips2/2397.mp3,metal,"[-0.04190589 -0.0619992   0.0799512  ... -0.11492103  0.08562873
 -0.02023499]"
2263,Dropping a cardboard box or tissue box on the floor.,new_clips2/2398.mp3,cardboard,[0.00796615 0.00859376 0.01054362 ... 0.02420684 0.02063604 0.01648022]
2264,Dropping a tape measure on wood.,new_clips2/2399.mp3,wood,"[ 0.01701661 -0.03575192 -0.08053771 ...  0.01150573  0.02101982
  0.02120599]"
2265,"A coin dropping onto concrete then bouncing,rolling and settling.",new_clips2/2400.mp3,metal,"[ 0.03589208 -0.1244049   0.15562855 ... -0.03179612  0.0038568
  0.03447822]"
2266,Dropping CD on wood table,new_clips2/2401.mp3,metal,"[ 0.00362307  0.01770932  0.06468405 ...  0.01229622  0.00094697
 -0.01036387]"
2267,Drop plastic debris,new_clips2/2402.mp3,plastic,"[ 0.02640489  0.07540637 -0.07230124 ... -0.08916137 -0.01074983
  0.00834863]"
2268,Dropping a bunch of toothpicks in a plastic container,new_clips2/2403.mp3,plastic,"[ 0.04114922 -0.09831376  0.10436773 ... -0.06009465 -0.04599633
  0.05386014]"
2269,"Dropping whiffle ball on cement , quick and close",new_clips2/2404.mp3,trash,"[-0.00043854  0.00182911  0.0010864  ... -0.00037191 -0.00121364
 -0.00181868]"
2270,"Tinkling of small shards of broken glass being dropped onto metal, plastic and wood.",new_clips2/2405.mp3,plastic,"[ 0.00578108  0.03888166 -0.03307822 ... -0.01199796 -0.04059725
  0.03154551]"
2271,Dropping rope in dirt,new_clips2/2406.mp3,trash,[0.02883481 0.08376127 0.11210031 ... 0.03115858 0.09250527 0.10919937]
2272,Metal debris dropping lightly,new_clips2/2407.mp3,metal,"[-0.00046195  0.00345005 -0.00043456 ...  0.00371571  0.00430756
  0.00206456]"
2273,Dropping thick papers,new_clips2/2408.mp3,paper,"[ 0.00288128  0.00558509  0.00672229 ... -0.01104921 -0.00865304
 -0.00627826]"
2274,Multiple coins dropping onto a wooden surface and settling.,new_clips2/2409.mp3,metal,"[-0.01244115  0.01638894 -0.3016923  ...  0.03461241  0.0244962
  0.02327835]"
2275,Debris dropping on metal,new_clips2/2410.mp3,metal,"[ 0.00183892 -0.21965037  0.04553191 ...  0.00996465  0.00160771
 -0.1232416 ]"
2276,Dirt debris dropping on plastic,new_clips2/2411.mp3,plastic,"[ 0.01242229 -0.05101217 -0.03861804 ... -0.01957631 -0.02691177
 -0.04134029]"
2277,Wine glass or tumbler dropping onto a hard surface and shattering,new_clips2/2412.mp3,glass,"[-0.004097    0.00697071  0.00486611 ... -0.00254203  0.01321266
 -0.00889861]"
2278,"Dropping a whiffle ball on cement , quick and sharp",new_clips2/2413.mp3,trash,"[ 0.00738407 -0.04303887 -0.06403904 ... -0.04732304 -0.04925465
  0.00702987]"
2279,Dropping wire cutters on metal.,new_clips2/2414.mp3,metal,"[-0.00060176 -0.00121453  0.00186529 ...  0.00046728 -0.0025001
  0.00015972]"
2280,Dropping a toothpick in plastic container. Hollow light wood on plastic impact.,new_clips2/2415.mp3,plastic,"[ 0.00178834  0.00601927 -0.00152822 ... -0.00700413  0.00428399
 -0.002167  ]"
2281,Dropping a pill packet sheet on wood with a bounce,new_clips2/2416.mp3,wood,"[-0.00045279  0.00116371 -0.00116142 ...  0.00127216  0.00113621
  0.00100932]"
2282,Metal debris dropping lightly on a metal surface,new_clips2/2417.mp3,metal,"[ 0.01312604  0.01493137 -0.01798369 ...  0.01821701  0.02663444
  0.02897521]"
2283,Dropping metal rod onto cement,new_clips2/2418.mp3,metal,[0.00431755 0.0468704  0.02505972 ... 0.02569912 0.02710737 0.0281138 ]
2284,Dropping a construction or cowbot boot on to the ground.,new_clips2/2419.mp3,trash,"[-0.08361283 -0.17094967 -0.0923785  ...  0.31154388  0.27259818
  0.20831361]"
2285,Drop pretzels in bucket,new_clips2/2420.mp3,trash,"[ 0.00460541 -0.12063771 -0.12689145 ...  0.05657309  0.05642175
  0.05499848]"
2286,Dropping a full duffle bag on cement,new_clips2/2421.mp3,trash,"[-0.00031796  0.00249911 -0.0010475  ... -0.00180222 -0.00180036
 -0.00174982]"
2287,Dropping a tape deck on cement with a bounce,new_clips2/2422.mp3,trash,"[-0.0002889  -0.001527   -0.00097062 ...  0.00151509  0.00149071
  0.00133538]"
2288,Dropping a construction or cowbot boot on to the ground.,new_clips2/2423.mp3,trash,"[ 0.01575122 -0.04182123 -0.08003787 ... -0.01096933  0.0269661
 -0.01044307]"
2289,impact of large amount of small glass debris dropping onto a metal sheet with a dull clanking and tinkling,new_clips2/2424.mp3,glass,"[-0.00071151 -0.02468839 -0.01525876 ... -0.00513697  0.01579995
 -0.01884295]"
2290,A quarter coin dropping onto rocks then bouncing and settling.,new_clips2/2425.mp3,metal,"[-1.8371017e-08  1.3182683e-08 -6.0901573e-09 ... -4.2177890e-06
  1.7451273e-06 -1.4774158e-06]"
2291,Dropping a phone book on cement with page flips,new_clips2/2426.mp3,metal,"[-0.00474422 -0.00767571 -0.00903708 ... -0.00748516 -0.0048685
 -0.0041899 ]"
2292,Drop change in jar,new_clips2/2427.mp3,trash,"[-0.01336344  0.03169042 -0.03364975 ...  0.03881045 -0.03838266
  0.05204469]"
2293,Dropping toothpicks in a plastic container,new_clips2/2428.mp3,plastic,"[ 0.00134337 -0.0033732   0.00146595 ...  0.00274723  0.00060068
 -0.00245707]"
2294,"Drop candle on carpet, bounces to a rest",new_clips2/2429.mp3,trash,"[-0.00103992 -0.00229944 -0.00104383 ...  0.00169615  0.00170686
  0.00177963]"
2295,A coin dropping onto a wooden table then bouncing and settling.,new_clips2/2430.mp3,metal,"[ 0.00078672 -0.00697429 -0.00040815 ... -0.00590453 -0.00533012
 -0.0061479 ]"
2296,Drop a CD,new_clips2/2431.mp3,metal,"[-0.01852882 -0.03097761 -0.03060574 ...  0.00446854  0.01138045
  0.0168684 ]"
2297,Dropping plastic candy container onto a wood table,new_clips2/2432.mp3,plastic,"[ 0.00243039  0.03906339  0.0249712  ... -0.00552083 -0.00556756
 -0.00529843]"
2298,Large book drop and bounce on cement,new_clips2/2433.mp3,trash,"[ 0.0021069   0.00759015  0.00643258 ... -0.00612522 -0.0058087
 -0.00550655]"
2299,12 gauge bullet shell dropping onto hollow wood surface with a lightweight clank and bouncing,new_clips2/2434.mp3,wood,"[-0.00046192  0.00267546  0.00549138 ... -0.00552962 -0.00469336
 -0.00374202]"
2300,Clacking impact of multiple 12 gauge bullet shells dropping onto a hard surface and bouncing,new_clips2/2435.mp3,trash,"[-0.00049731 -0.00062052  0.00060413 ...  0.00256066  0.00199818
  0.00152372]"
2301,Sharp high density piercing ringing impact of 7 mm bullet shell dropping onto concrete with a bouncing ...,new_clips2/2436.mp3,trash,"[ 0.00219016 -0.12933905 -0.228333   ... -0.05742894  0.02376884
  0.00136036]"
2302,Dull hard impact of 7 mm bullet shell dropping onto a concrete surface with a metallic bounce and roll,new_clips2/2437.mp3,metal,"[ 0.01198611 -0.17573185  0.2839529  ... -0.12949713  0.05885197
  0.0708143 ]"
2303,Clinking of 12 gauge bullet shells dropping onto a concrete surface and bouncing,new_clips2/2438.mp3,trash,"[ 0.02317115  0.03163737  0.03883337 ... -0.03618214 -0.04507495
 -0.04153053]"
2304,12 gauge shell dropping onto concrete with a lightweight dull clack and bouncing,new_clips2/2439.mp3,trash,"[-1.4189322e-04 -1.8118048e-04 -9.2589755e-05 ...  2.0779042e-04
  4.6585337e-05 -1.8700343e-04]"
2305,Empty 12 gauge shell dropping onto solid wood surface and rolling,new_clips2/2440.mp3,wood,"[-0.00090698  0.00370165  0.00189162 ... -0.00104004 -0.0010306
 -0.00122187]"
2306,Tinkling impact of 38 Special bullet shells dropping onto concrete in a metallic shower,new_clips2/2441.mp3,metal,"[-0.00692864  0.01198643 -0.00808461 ... -0.02752846 -0.00881192
  0.01713059]"
2307,"Samurai sword slicing with a ringing tone, object falling with a thud onto a concrete surface",new_clips2/2442.mp3,trash,"[9.1939783e-03 1.5313707e-02 3.5131618e-03 ... 3.2639164e-05 1.4600935e-02
 1.7658714e-02]"
2308,"Samurai sword sliced object falls with a thud onto a concrete surface, bounces and rolls",new_clips2/2443.mp3,trash,"[ 0.00294482 -0.00783787  0.00741219 ...  0.00389983  0.00537051
 -0.00124081]"
2309,Single impact of 23 mm bullet shell dropping onto concrete with a bouncing metallic clunk,new_clips2/2444.mp3,metal,"[-0.02580956  0.11620818  0.08341603 ...  0.03288607 -0.01473228
 -0.01129777]"
2310,Empty 12 gauge shell dropping onto concrete surface bouncing and rolling,new_clips2/2445.mp3,trash,"[-0.00056173 -0.00035989  0.00015088 ...  0.00078351  0.00070985
  0.00076041]"
2311,Dropping a bag of water,new_clips2/2446.mp3,trash,"[ 0.01810526  0.02142504  0.02474618 ... -0.00793416  0.01604251
  0.03179343]"
2312,Empty 12 gauge shell dropping onto rocks and rolling,new_clips2/2447.mp3,trash,"[ 0.03377838 -0.03628318  0.0413046  ...  0.0542816  -0.04106737
  0.01136617]"
2313,Sharp tinging impact of 7 mm bullet shell dropping onto concrete with a bouncing metallic clang,new_clips2/2448.mp3,metal,"[-0.0005662   0.00120853  0.00081999 ...  0.00334498  0.00256177
  0.00177516]"
2314,Gun bullet shell dropping onto a hollow wood surface and bouncing,new_clips2/2449.mp3,wood,"[ 0.00370036 -0.00440583  0.0081063  ...  0.00836021 -0.00463995
 -0.00357688]"
2315,Light ringing metallic ding or ting of a colt 45 bullet shell dropping onto a concrete surface and bouncing,new_clips2/2450.mp3,metal,"[ 0.00862585 -0.00930761  0.00247658 ... -0.00634104  0.00676124
 -0.00160059]"
2316,Tinkling impact of many 23 mm bullet shells falling onto concrete and bouncing,new_clips2/2451.mp3,trash,"[ 5.2565392e-05  3.7993718e-06 -7.6851495e-05 ...  2.2517881e-04
 -2.4241758e-04  1.0559547e-04]"
2317,"Quiet ting of single 9 mm bullet shell dropping onto concrete, bouncing and settling",new_clips2/2452.mp3,trash,"[-1.14964401e-07  1.09933076e-07 -9.81647048e-08 ...  2.33684594e-04
  2.79881642e-04  3.64961743e-04]"
2318,Single 12 gauge bullet shell dropping a short distance onto a concrete surface and bouncing,new_clips2/2453.mp3,trash,"[ 0.00208243 -0.017999    0.01851204 ... -0.004565    0.00304727
  0.00283709]"
2319,Empty 12 gauge shell dropping onto rocks with short double bounce,new_clips2/2454.mp3,trash,"[-0.03496858 -0.0516796   0.46966645 ... -0.04104954  0.10905835
 -0.07256862]"
2320,Repetitive clinking of metal bullet casing dropping onto concrete surface multiple times,new_clips2/2455.mp3,metal,"[ 0.00266282 -0.00644851  0.00462794 ...  0.00141351 -0.01003786
  0.00241324]"
2321,"Metal bullet casing dropping with a lightweight clang, bouncing and settling",new_clips2/2456.mp3,metal,"[-3.2577136e-06 -1.4130448e-03  2.4574907e-03 ... -1.5051722e-03
  7.0437096e-04  1.2005595e-03]"
2322,Light ringing metallic ding or ting of a colt 45 bullet shell dropping onto a concrete surface and bouncing,new_clips2/2457.mp3,metal,"[ 0.01669957 -0.05089499  0.19738789 ... -0.01185732 -0.02347625
  0.03861375]"
2323,Sharp hard impact of 7 mm bullet casing shell dropping onto concrete with a bouncing metallic clang,new_clips2/2458.mp3,metal,[0.02695095 0.06495702 0.07943327 ... 0.06010006 0.06529729 0.01347859]
2324,Rifle bullet shell dropping onto metal with a sharp clang and single bounce,new_clips2/2459.mp3,metal,"[-1.3357995e-05  6.6932421e-06  2.3119276e-06 ... -1.4093118e-05
  3.1559510e-05 -2.6159294e-06]"
2325,Quiet clack of 12 gauge bullet shell dropping with a bounce onto rocks,new_clips2/2460.mp3,trash,"[-0.00074345  0.00115313 -0.00066792 ... -0.00211644 -0.00200308
 -0.0020059 ]"
2326,Empty 12 gauge shell dropping onto rocks and then bouncing,new_clips2/2461.mp3,trash,"[ 0.00541546 -0.01109021  0.01306828 ...  0.00391997 -0.01048073
  0.00617558]"
2327,Empty 12 gauge shell dropping onto rocks with a metallic tinkle and then rolling,new_clips2/2462.mp3,metal,"[ 0.00173943  0.00286464 -0.0072282  ...  0.00238105 -0.00540678
 -0.00212354]"
2328,"Empty 12 gauge shell dropping onto concrete with a lightweight metallic tinkle, bouncing and settling",new_clips2/2463.mp3,metal,"[-0.07917505 -0.57267034  1.0576459  ... -0.1139985   0.17840676
 -0.21522656]"
2329,Impact of a handful of 7 mm bullet casing shells dropping onto concrete with a bouncing metallic clang ...,new_clips2/2464.mp3,metal,"[-0.00809064 -0.00310468  0.03253133 ...  0.01102797  0.01091453
  0.01764667]"
2330,Clank and bounce of a bullet or slug being dropped into a metal pan,new_clips2/2465.mp3,metal,"[-0.00711096  0.01175213 -0.01085148 ... -0.01497803 -0.00824911
  0.00040381]"
2331,12 gauge bullet shell dropping onto a concrete floor then bouncing and settling,new_clips2/2466.mp3,trash,"[-0.0003777   0.00025311 -0.00022605 ...  0.00034144  0.00043241
  0.00052957]"
2332,Metal sword dropping onto a concrete floor with a resonating clang and bounce,new_clips2/2467.mp3,metal,"[-0.00364014 -0.01327577  0.0579642  ... -0.03487914 -0.00707027
  0.03066163]"
2333,Single metallic tink of rifle bullet shell dropping onto rocks,new_clips2/2468.mp3,metal,"[-0.0017936  -0.00149264  0.00288387 ... -0.00164358 -0.00156488
 -0.0032699 ]"
2334,"Quiet impact of single 9 mm bullet shell dropping onto concrete, bouncing and settling",new_clips2/2469.mp3,trash,"[-2.8967030e-05 -7.9532234e-05 -5.4807257e-05 ... -1.7069367e-04
  1.4459381e-04  7.9605434e-06]"
2335,Single rifle bullet shell dropping onto hollow wood surface with a bounce,new_clips2/2470.mp3,wood,"[ 0.00054997  0.00708113 -0.00132243 ...  0.00339548  0.00352961
  0.00360317]"
2336,Hard impact of 7 mm bullet casing shell dropping onto concrete with a series of bouncing dull metallic ...,new_clips2/2471.mp3,metal,"[-0.01709597  0.02492503 -0.01349037 ... -0.04010631  0.01958209
  0.00698658]"
2337,Empty 12 gauge shell dropping onto metal with a lightweight clang and bouncing,new_clips2/2472.mp3,metal,"[-0.00018816 -0.0090959  -0.00741103 ...  0.00622335 -0.00294243
 -0.00552254]"
2338,Empty 12 gauge shell dropping onto hollow metal with a low pitched clang and then rolling,new_clips2/2473.mp3,metal,[0.01931574 0.06153678 0.18470278 ... 0.0191991  0.03183803 0.02586378]
2339,Empty 12 gauge shell dropping onto metal with a low pitched double bounce,new_clips2/2474.mp3,metal,"[-0.00480735  0.00406254  0.00964582 ...  0.02410785  0.02233047
  0.02244595]"
2340,Tinkling impact of single 23 mm bullet shell falling onto concrete and bouncing,new_clips2/2475.mp3,trash,"[-0.00807256  0.01805    -0.02729659 ... -0.0046846   0.01758036
  0.01021914]"
2341,Metal sword dropping onto a concrete floor with a dull clang and bounce,new_clips2/2476.mp3,metal,[0.01579185 0.05532672 0.00152413 ... 0.00734649 0.04004598 0.02098702]
2342,Empty 12 gauge bullet shell dropping onto a hollow wood surface and settling,new_clips2/2477.mp3,wood,"[ 0.00273002  0.02184435 -0.0396225  ...  0.00238702  0.00285746
  0.00352194]"
2343,Empty 12 gauge shell dropping onto rocks with a lightweight clank and triple bounce,new_clips2/2478.mp3,trash,"[-0.01371576  0.01831968 -0.02016376 ...  0.00777995 -0.0157162
  0.02009146]"
2344,Machine gun bullet shell dropping onto metal with a lightweight clang and bouncing,new_clips2/2479.mp3,metal,"[-0.01040621  0.01164499 -0.01668149 ... -0.00688398 -0.01088634
  0.00629569]"
2345,Single rifle bullet shell dropping onto a wooden surface,new_clips2/2480.mp3,wood,"[-2.7904054e-05 -2.6092005e-03 -5.4264837e-04 ...  5.1762682e-04
 -5.2174763e-04  1.0197672e-05]"
2346,Empty 12 gauge shell dropping onto concrete with a lightweight tinkle and bouncing,new_clips2/2481.mp3,trash,"[ 0.00106765  0.00205463  0.00332411 ... -0.00094776 -0.0018035
 -0.00029017]"
2347,Popping impact of light bulb dropping onto a hard surface glass breaking and shards rolling and teetering.,new_clips2/2482.mp3,glass,"[-0.00115799  0.01198977  0.00044703 ...  0.00772878  0.00212188
  0.00613668]"
2348,Plastic impact on hard surface.,new_clips2/2483.mp3,plastic,"[-0.02901133 -0.05256389 -0.07709179 ... -0.0532374  -0.05281786
 -0.04821712]"
2349,Impact of a thin wooden chair leg falling onto a concrete surface bouncing and settling.,new_clips2/2484.mp3,wood,"[ 0.00171865  0.00225304  0.00252853 ...  0.00056497 -0.00087305
 -0.00212376]"
2350,Single dull thud of a small cardboard box dropping onto concrete surface.,new_clips2/2485.mp3,cardboard,"[-0.00842213 -0.01119577 -0.01216909 ...  0.00632412  0.00758188
  0.00900889]"
2351,Dropping rock salt on styrofoam,new_clips2/2486.mp3,trash,"[ 0.00742338 -0.01054767 -0.04473374 ...  0.00049697  0.00655317
  0.00689378]"
2352,Cell or mobile phone handset dropped on a marble or tile floor with a bounce then settling,new_clips2/2487.mp3,metal,"[ 0.00304138  0.00317276  0.00367092 ... -0.00291675 -0.00325908
 -0.00330385]"
2353,A thin plastic tray dropping onto cement. Light plastic rattle.,new_clips2/2488.mp3,plastic,"[ 0.02931151  0.06989908 -0.02463963 ...  0.00674028  0.01504939
 -0.00846317]"
2354,"Impact of plastic plate dropping onto a concrete surface, breaking and debris scattering.",new_clips2/2489.mp3,plastic,"[ 0.00086982  0.01174083 -0.00722119 ... -0.01155359 -0.01111443
 -0.00369623]"
2355,"Impact of light sharp plastic debris dropping onto a concrete surface, and scattering.",new_clips2/2490.mp3,plastic,"[-0.00628685  0.04641414 -0.00951658 ...  0.0036411  -0.01494334
 -0.02533128]"
2356,Impact of small plastic plate dropping onto a concrete surface and breaking.,new_clips2/2491.mp3,plastic,"[ 0.00052008  0.00187144  0.00135355 ... -0.00059352  0.00338741
 -0.00018718]"
2357,Impact of light hard small plastic debris dropping onto a concrete surface and scattering with a smash.,new_clips2/2492.mp3,plastic,"[ 0.00210186  0.00582303  0.00549204 ... -0.01328461 -0.00977072
  0.00364897]"
2358,Light bulb dropping onto a concrete surface with glass shattering and scattering.,new_clips2/2493.mp3,glass,"[-0.00195205  0.00078297  0.00373576 ... -0.00014568 -0.00310001
 -0.01011689]"
2359,Impact of hard object dropping into hay with rustle and settling.,new_clips2/2494.mp3,trash,"[-0.05252314 -0.0907867   0.13456702 ... -0.0144052  -0.06889439
 -0.08098744]"
2360,Dropping rock salt on a metal shelf,new_clips2/2495.mp3,metal,"[ 0.01679099 -0.24799825  0.0414866  ... -0.066623   -0.17455277
 -0.06323503]"
2361,Cinder block being set on top of another cinder block.,new_clips2/2496.mp3,trash,"[ 0.00321165  0.00654216  0.00621826 ...  0.0013129  -0.00247173
 -0.00617328]"
2362,Dull thud of a small cardboard box dropping onto concrete surface and settling.,new_clips2/2497.mp3,cardboard,[0.00150272 0.00191673 0.0018528  ... 0.00276775 0.00230868 0.00189854]
2363,Cinder block dropping on a cinder block.,new_clips2/2498.mp3,trash,"[-6.8090976e-06  1.5426516e-02  1.0414668e-02 ... -8.1124539e-03
 -1.3046553e-02 -1.4562017e-02]"
2364,Plywood hitting cement with gravel or gritty surface.,new_clips2/2499.mp3,wood,"[ 0.00483257  0.02758295  0.04912307 ... -0.00484009 -0.01057142
 -0.01591238]"
2365,Impact of piece of large plastic debris dropping onto a hard surface.,new_clips2/2500.mp3,plastic,"[ 0.0004846  -0.00255938  0.0020835  ...  0.00220353  0.00198877
  0.00162401]"
2366,Small knife drops and bounces on solid wood.,new_clips2/2501.mp3,metal,"[ 0.00157926  0.00284805  0.00368888 ... -0.00401927 -0.00363603
 -0.00311907]"
2367,Impact of hard plastic debris dropping onto a concrete surface with a dull tinkling sound then scattering ...,new_clips2/2502.mp3,plastic,"[-0.00440706  0.01300543  0.04151903 ... -0.01134951 -0.01384681
 -0.01415416]"
2368,Impact of pebbles or stones being dropped into a plastic container and settling.,new_clips2/2503.mp3,plastic,"[-0.01883985 -0.02418296 -0.04032904 ... -0.02537607 -0.02406313
 -0.02090614]"
2369,Dropping plastic toy building blocks onto wood,new_clips2/2504.mp3,plastic,"[-0.00063132 -0.00713053  0.00878529 ...  0.01264592  0.00822836
  0.00540893]"
2370,Dropping lego into a box.,new_clips2/2505.mp3,cardboard,"[ 0.00518285  0.12037913  0.21285163 ... -0.09019779 -0.07551275
 -0.07915419]"
2371,"Impact of a large pebble or stone being dropped into a plastic container with a thud, bouncing and settling.",new_clips2/2506.mp3,plastic,"[ 0.02478029  0.06829181  0.03293406 ... -0.0706663  -0.06447594
 -0.0536705 ]"
2372,Impact from a phone book hitting cement.,new_clips2/2507.mp3,metal,"[ 0.00725172  0.01538158  0.01623363 ... -0.01215578 -0.01216173
 -0.01230959]"
2373,"Impact of plastic plate dropping onto a concrete surface, breaking and settling.",new_clips2/2508.mp3,plastic,"[-0.00215149 -0.00502475 -0.00419959 ...  0.00039989 -0.00076187
 -0.00266147]"
2374,Impact of hard object dropping into hay with a loud rustle single bounce and settling.,new_clips2/2509.mp3,trash,"[-0.00029055  0.15649192  0.0227079  ...  0.05112179  0.04574978
  0.049375  ]"
2375,"Impact of light hard plastic debris dropping onto a concrete surface bouncing, scattering and settling.",new_clips2/2510.mp3,plastic,"[ 0.00391117  0.01361874 -0.01009894 ...  0.00356479  0.00278954
 -0.00924323]"
2376,"Impact of hard object dropping into hay with a loud rustle,rolling and settling.",new_clips2/2511.mp3,trash,"[ 0.0189299  -0.15631057 -0.08208399 ... -0.07959968 -0.06592374
 -0.12722597]"
